userMediaCount,avg_mediaLikeNumbers,std_mediaLikeNumbers,avg_mediaCommentNumbers,std_mediaCommentNumbers,avg_mediaCommentsAreDisabled,std_mediaCommentsAreDisabled,avg_mediaHashtagNumbers,std_mediaHashtagNumbers,avg_mediaUploadTimes,std_mediaUploadTimes,avg_mediaHasLocationInfo,std_mediaHasLocationInfo,userFollowerCount,userFollowingCount,userHasHighlighReels,userHasExternalUrl,userTagsCount,userBiographyLength,usernameLength,usernameDigitCount,label
259,307.13127413127415,111.58821045723606,21.77992277992278,14.678597294253139,0.0,0.0,25.613899613899616,8.041252222301198,1512891553.7722008,16819757.45918749,0.9382239382239382,0.24074837479721845,7099,2259,1,0,165,94,12,0,1
254,47.70866141732284,47.44862289617718,2.4448818897637796,3.873353521915474,0.0,0.0,1.220472440944882,1.8503601940340415,1490101736.003937,27994086.286989782,0.7362204724409449,0.44068116410822106,1640,2580,1,1,54,71,14,0,1
24,156.58333333333334,42.921358966784304,4.416666666666667,3.7518513948301426,0.0,0.0,29.041666666666668,1.8814703174792728,1540998474.7916667,1910700.0282607588,0.5,0.5,1159,401,1,1,11,57,13,0,1
74,100.14864864864865,22.040921666381816,2.391891891891892,2.903015987925398,0.0,0.0,0.04054054054054054,0.25675675675675674,1541771323.5405405,797162.5968111404,0.9864864864864865,0.11545951007185856,6462,5357,1,0,14,44,6,0,1
3,365.3333333333333,488.37576607453497,0.6666666666666666,0.9428090415820634,0.0,0.0,14.333333333333334,2.357022603955158,1543794937.3333333,180055.81224782005,0.0,0.0,7625,738,1,0,0,144,13,0,1
584,34.45890410958904,22.807000461084332,2.125,2.4992721543221066,0.0,0.0,7.022260273972603,11.325258971942873,1429409329.8527398,48851384.53169492,0.03767123287671233,0.1903998715605156,1285,2755,1,0,31,112,14,0,1
216,62.351851851851855,46.11515674651697,2.9768518518518516,2.927269821468762,0.0,0.0,3.4583333333333335,1.744866810156347,1497889153.1435184,23924327.592135187,0.3101851851851852,0.4625692770567642,4335,1334,0,0,23,105,14,0,1
12,518.75,372.3674540468505,14.916666666666666,16.70557957357029,0.0,0.0,25.0,11.180339887498949,1532279944.0,263.7565165071756,0.0,0.0,4096,669,0,0,5,137,20,0,1
10,231.4,43.0144161880642,4.2,3.736308338453881,0.0,0.0,0.0,0.0,1510283778.3,18341989.64562558,0.1,0.30000000000000004,1546,677,1,0,16,13,14,0,1
93,86.72043010752688,105.45246756688076,4.838709677419355,3.9602604524445946,0.0,0.0,0.4946236559139785,1.8527727313000375,1528841484.6021504,6017815.710939878,0.0,0.0,4763,3324,1,0,1,146,19,0,1
10,197.7,36.22167859169423,4.9,2.1656407827707715,0.0,0.0,2.9,8.700000000000001,1541876768.4,446281.63876552216,1.0,0.0,1239,518,1,0,0,75,15,0,1
655,221.00610687022902,142.43607901064783,5.922137404580153,8.88922746346107,0.0,0.0,12.653435114503816,8.004228822296563,1522495243.951145,6724276.394590607,0.0,0.0,7718,308,0,0,24,43,11,0,1
487,249.03901437371664,191.65396102787258,21.250513347022586,148.03650860383485,0.004106776180698152,0.06395240863407571,0.4702258726899384,3.079813814459093,1505876106.1190965,18550052.929584906,0.15811088295687886,0.36484494192392886,29994,6757,1,1,512,108,15,0,1
735,41.356462585034016,72.33052071527258,0.9115646258503401,1.7878089431625717,0.08843537414965986,0.28392703067631575,6.025850340136055,3.1059540897337645,1455519269.6258504,49269351.1483333,0.00816326530612245,0.08998125585734122,4583,826,1,1,95,120,6,2,1
22,876.0909090909091,543.6270370133377,23.90909090909091,22.325910529959035,0.0,0.0,0.0,0.0,1512807098.7727273,6559560.116781577,0.045454545454545456,0.2082988952252655,5195,597,0,1,6,0,12,0,1
29,97.17241379310344,90.01764921411619,2.1379310344827585,1.8886984741557453,0.0,0.0,18.24137931034483,5.089916823477252,1543190127.4482758,1548342.7344687094,0.896551724137931,0.30454347814923605,1966,1061,1,1,0,123,30,0,1
120,858.075,368.92343746139704,29.808333333333334,15.449539277560637,0.0,0.0,16.091666666666665,6.516640025520992,1511107157.95,18876999.747983754,0.7333333333333333,0.4422166387140533,22409,2281,1,1,70,113,16,0,1
1000,57.294,47.00599497936407,2.417,2.59597977650058,0.0,0.0,19.885,10.509223330008739,1493590752.761,33969001.311368495,0.791,0.4065943924846972,4005,1086,0,1,112,125,10,0,1
57,426.5438596491228,719.0011119278774,21.140350877192983,41.3039391505286,0.0,0.0,1.0,2.9853443187937945,1500461288.0,1479625.013298954,0.0,0.0,7529,1408,0,1,10,29,16,0,1
1000,420.653,529.3324934207232,9.812,11.112724958352924,0.0,0.0,0.892,1.1884174350791057,1448712484.428,49208382.113683574,0.039,0.19359493795035035,26157,1109,0,1,79,86,16,0,1
201,251.87064676616916,242.3418768141211,11.139303482587065,9.19985385523322,0.0,0.0,10.054726368159203,11.562161224823292,1456284884.6119404,57725479.37154606,0.5223880597014925,0.4994985233039257,8410,1458,1,1,157,117,18,0,1
354,82.0677966101695,24.1627235950183,1.3163841807909604,3.154480703344427,0.0,0.0,11.305084745762711,3.979840032932657,1540203133.6468925,2260814.7917634235,0.002824858757062147,0.05307427748038399,898,38,0,1,20,99,7,0,1
828,99.70531400966183,115.78547179593681,3.5905797101449277,6.4204728521046235,0.0012077294685990338,0.034731410252532374,10.701690821256038,9.506628607413237,1511882578.1038647,28195397.114492625,0.30434782608695654,0.4601306627938419,19663,2619,1,1,325,144,7,0,1
21,310.42857142857144,65.13178686220688,2.857142857142857,2.713032292046498,0.0,0.0,28.571428571428573,1.0497813183356477,1536746705.3809524,2043310.6904434816,0.0,0.0,2703,1882,0,0,72,50,20,0,1
75,251.74666666666667,312.8456102012976,5.72,4.491651515125961,0.0,0.0,8.933333333333334,8.605941100322626,1525945191.6666667,6038950.889220503,0.10666666666666667,0.30868898407440604,3906,1570,0,1,9,139,19,0,1
30,1539.8666666666666,1036.1253699346532,85.06666666666666,80.58078072482435,0.0,0.0,22.566666666666666,11.95737801062126,1508003085.7333333,12748238.10664289,0.03333333333333333,0.1795054935711501,10929,363,0,0,18,29,13,0,1
14,404.2857142857143,119.97584790962159,18.785714285714285,9.89356624586021,0.0,0.0,17.714285714285715,8.258576247311218,1539949841.857143,4855632.287636976,1.0,0.0,4205,1247,1,1,70,55,13,0,1
54,146.07407407407408,122.90780221924435,4.12962962962963,5.102818017005666,0.0,0.0,2.1481481481481484,3.6888591401448094,1480572814.8148148,42325476.17689958,0.4074074074074074,0.4913518207933925,1827,660,1,1,44,50,16,0,1
1000,102.368,96.35946541985379,4.165,5.88640594930387,0.0,0.0,8.408,4.635465025215916,1496950530.912,24775654.035803106,0.568,0.49535441857320706,9190,3480,0,1,37,128,15,3,1
98,35.95918367346939,29.01122877873287,1.0,1.755457961063501,0.0,0.0,1.9081632653061225,4.49054956568969,1440459910.357143,53780205.085677706,0.12244897959183673,0.32780364090222464,3669,391,0,1,29,128,14,0,1
115,87.14782608695653,21.7636487822603,1.2,2.578169218988376,0.6869565217391305,0.4637318826425526,1.626086956521739,6.3921975122736,1530617214.1391304,15313882.590878643,0.5565217391304348,0.49679502111602436,850,1285,1,0,27,107,12,0,1
51,23.254901960784313,13.736802061351153,0.4117647058823529,0.7714633558002355,0.0,0.0,0.0,0.0,1543623617.3921568,323157.9039614352,0.0,0.0,562,1556,0,0,5,0,10,4,1
113,417.82300884955754,274.45199557968687,5.265486725663717,3.657983629286041,0.0,0.0,8.752212389380531,4.613429748396125,1521053662.3628318,5682167.196974432,0.23008849557522124,0.4208892725874023,7157,1906,1,0,6,150,6,0,1
78,169.82051282051282,89.23646828249025,11.397435897435898,15.66421672899958,0.0,0.0,0.5256410256410257,0.7633320844412407,1505319629.7820513,31289353.822584428,0.7435897435897436,0.4366509324596513,2000,1611,1,0,176,90,14,2,1
1000,593.155,331.69979646511695,6.949,7.380406425123213,0.0,0.0,4.048,6.045799864368651,1514893903.228,15336417.012821404,0.586,0.4925484747717731,26200,4121,1,1,0,119,13,0,1
67,245.80597014925374,162.10124335946864,7.044776119402985,5.3348553557051,0.0,0.0,2.0597014925373136,6.091051907817656,1530834101.4179103,8718729.952345997,1.0,0.0,7931,6669,1,0,27,36,10,2,1
39,62.84615384615385,9.563655726139782,3.076923076923077,2.5758704317690997,0.0,0.0,29.76923076923077,0.5756395979652219,1542244694.9487178,1130085.7980497957,0.0,0.0,324,404,0,0,0,82,9,0,1
82,199.78048780487805,227.93500487758024,9.146341463414634,19.237363258817343,0.0,0.0,24.70731707317073,6.774211870058407,1530897505.292683,4699794.713817061,0.10975609756097561,0.31258550287747067,9312,6663,1,0,7,9,14,0,1
97,250.79381443298968,126.15535653454164,8.268041237113403,7.125553643047604,0.0,0.0,14.257731958762887,9.089790750447273,1524914282.8865979,12601882.30375039,0.030927835051546393,0.17312222292522336,11075,4748,1,1,49,144,8,2,1
113,543.6725663716815,279.91330650560445,13.017699115044248,11.918589853101725,0.0,0.0,8.486725663716815,8.741230795911665,1505962812.840708,24933682.79524899,0.4778761061946903,0.49951029351044546,20443,811,1,1,172,52,13,0,1
75,732.68,1220.4534912345766,9.733333333333333,12.349718845202734,0.0,0.0,19.8,10.68706383125568,1538366988.28,4931740.1440013405,0.36,0.48000000000000004,13729,956,0,1,1,130,12,0,1
38,105.1842105263158,52.54765018691325,3.5526315789473686,3.6396744245739217,0.2631578947368421,0.44034738238635557,0.0,0.0,1523683876.0526316,13086656.012028405,0.6842105263157895,0.46482951928041294,1246,1245,0,0,5,28,5,3,1
11,505.6363636363636,254.06379754530258,14.818181818181818,13.881434179364646,0.0,0.0,30.0,0.0,1539853870.6363637,143.1244040732478,0.0,0.0,1804,577,0,0,6,97,9,0,1
12,203.41666666666666,67.31203252184724,19.25,23.459628442638785,0.5,0.5,0.6666666666666666,0.8498365855987975,1538431749.25,5372560.082985983,0.3333333333333333,0.47140452079103173,1414,488,1,0,135,114,10,2,1
1000,116.123,135.17540409038915,5.697,6.067222675986106,0.0,0.0,5.806,6.754284862218945,1432277972.187,42383583.56664588,0.099,0.298662016332844,8675,1799,1,0,205,81,18,0,1
64,376.671875,120.29833419039673,6.546875,7.022129501395926,0.0,0.0,0.09375,0.45821494683172437,1511419457.296875,15012780.680493902,0.0,0.0,2402,1729,1,0,24,39,11,3,1
26,92.0,90.23090038681529,2.230769230769231,4.814303147175031,0.0,0.0,12.884615384615385,2.764151324435531,1532466072.8846154,669301.6590634041,0.0,0.0,1903,625,0,0,1,73,10,0,1
327,80.96330275229357,158.28669417356147,2.09480122324159,6.377056821658809,0.0,0.0,7.446483180428134,4.623042095094944,1472372574.1437309,38872133.985649966,0.6574923547400612,0.4745483728751272,2398,1468,1,0,165,150,8,1,1
141,1426.2978723404256,806.5366527721952,58.312056737588655,43.036539769645735,0.0,0.0,11.893617021276595,11.069542987522931,1490830531.248227,27802914.13797409,0.9078014184397163,0.28930607169320766,20593,3891,1,1,512,87,12,0,1
148,144.19594594594594,97.15184957300885,2.8378378378378377,2.997868734063652,0.0,0.0,19.64864864864865,8.236261997251122,1511686496.608108,17228889.11418403,0.0,0.0,1549,1660,0,0,4,120,8,4,1
11,455.1818181818182,132.92090483497606,21.0,12.555332079891938,0.0,0.0,12.0,8.034018580103892,1504824731.1818182,20188288.57937584,0.8181818181818182,0.385694607919935,2199,1100,1,0,44,108,5,2,1
4,178.0,123.27408486782613,4.5,1.8027756377319946,0.0,0.0,0.0,0.0,1542338082.25,1281691.787223117,0.0,0.0,264,172,0,0,5,8,12,2,1
502,199.69721115537848,58.08789150617109,6.201195219123506,3.507726043713515,0.0,0.0,0.0,0.0,1537666580.8525896,3839398.852295543,0.9063745019920318,0.29130699293138856,3968,2127,1,1,87,63,18,0,1
65,48.49230769230769,32.551555830439945,1.9538461538461538,2.100774723255643,0.0,0.0,0.9076923076923077,1.454151372112873,1511254841.0153847,15703131.79455239,0.27692307692307694,0.44747814068458414,4415,6777,1,1,2,132,22,1,1
38,40.31578947368421,26.58660650457976,1.9473684210526316,2.076781016520932,0.0,0.0,0.3157894736842105,0.6922603388403109,1521713032.5,14132283.789415278,0.6842105263157895,0.46482951928041294,669,417,1,0,2,12,14,0,1
473,144.14376321353066,46.29129718119505,5.167019027484144,2.748747743646245,0.0,0.0,6.20507399577167,11.167862740332799,1503173683.1712472,26818741.85245826,0.0,0.0,20244,1,1,1,1920,140,19,0,1
59,45.96610169491525,24.2500855156241,1.3389830508474576,2.0469917530368464,0.0,0.0,1.423728813559322,2.7383243040689185,1527803216.881356,11556684.538069561,0.3050847457627119,0.46044331210868217,1144,2057,1,0,33,133,8,0,1
91,28.076923076923077,23.2573895945423,0.4835164835164835,1.2076918077372003,0.0,0.0,0.0,0.0,1514606843.4615386,10443249.261641813,0.01098901098901099,0.10425091187368282,1310,774,0,1,5,132,13,0,1
15,4.133333333333334,2.6549743668986503,0.13333333333333333,0.49888765156985887,0.0,0.0,0.0,0.0,1543608203.6666667,66758.78972706308,0.06666666666666667,0.24944382578492946,82,502,1,0,0,122,11,2,1
14,96.71428571428571,25.515901404610336,3.7142857142857144,2.657296462534039,0.0,0.0,8.642857142857142,11.659497311248902,1526091325.642857,12430428.918225098,0.0,0.0,338,913,0,0,1,53,7,0,1
458,17.187772925764193,36.795429144897476,1.6200873362445414,3.540130260755208,0.0,0.0,2.9366812227074237,2.761701486267913,1509587501.4344978,36246350.98809432,0.0,0.0,1956,1914,1,1,7,145,18,2,1
594,6.51010101010101,11.529382708816748,0.20707070707070707,0.9261722965769588,0.003367003367003367,0.05792811627638133,0.0,0.0,1488421179.9478114,19228020.477982923,0.21885521885521886,0.41347020694973063,492,2774,0,1,2,87,7,4,1
63,23.857142857142858,15.340430182558148,0.6349206349206349,1.2761746820470974,0.0,0.0,0.015873015873015872,0.12498425196844144,1480029468.5079365,42402800.74830266,0.031746031746031744,0.1753231907490041,982,2759,0,1,0,73,11,3,1
303,18.834983498349835,9.482613789122441,0.40594059405940597,1.2704684655210752,0.0,0.0,0.8118811881188119,2.6577473946194563,1507683770.7458746,14924999.774230016,0.6633663366336634,0.4725583985656128,884,1100,1,0,15,92,10,2,1
1,86.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1536203735.0,0.0,1.0,0.0,156,451,0,0,0,0,10,0,1
26,20.884615384615383,15.79027676251073,0.7692307692307693,1.309952797378954,0.0,0.0,0.4230769230769231,1.0441439969614021,1536109295.6153846,5709798.140332156,0.0,0.0,334,811,1,0,2,75,14,1,1
0,,,,,,,,,,,,,619,1747,0,1,2,78,18,0,1
36,25.694444444444443,10.46374546402016,1.5277777777777777,1.8927656295471613,0.0,0.0,0.0,0.0,1538429958.5,3207471.6122581703,0.05555555555555555,0.2290614236454256,342,806,1,0,5,58,11,6,1
29,41.86206896551724,24.532489559668495,1.3448275862068966,1.6458068363836857,0.0,0.0,1.6896551724137931,3.0183741715888415,1533379288.275862,8661634.904690202,0.6896551724137931,0.46263475396547377,521,343,0,0,5,66,9,0,1
6,119.66666666666667,66.33165827030776,4.5,2.217355782608345,0.0,0.0,1.0,1.0,1526056902.5,15791745.274293525,0.3333333333333333,0.4714045207910317,592,1003,1,0,20,56,12,0,1
112,17.785714285714285,18.66070574162484,1.0357142857142858,1.4200639537193602,0.0,0.0,7.482142857142857,7.864910932718299,1423140155.5,53140929.91515698,0.20535714285714285,0.4039623580665579,721,1699,0,1,45,67,11,0,1
32,46.0,16.868980407837338,1.0,1.3693063937629153,0.0,0.0,0.0,0.0,1542748116.53125,689748.9916688437,0.0,0.0,421,1182,1,0,0,136,23,0,1
532,22.68796992481203,26.556869146914018,0.706766917293233,1.7158349417051193,0.0,0.0,0.03195488721804511,0.18626102892759863,1468086098.0338347,25861230.271386024,0.10150375939849623,0.30199461290968155,925,1110,1,0,31,6,9,0,1
31,101.19354838709677,47.01915831551295,1.1935483870967742,1.25516622311895,0.0,0.0,1.903225806451613,2.099997522420618,1538813150.6774194,3363053.8560089027,0.5161290322580645,0.4997397866074087,385,256,1,0,21,88,12,0,1
4,253.75,103.82768176165737,6.75,7.224091638399945,0.0,0.0,0.0,0.0,1543189399.5,1000959.8230904426,0.0,0.0,9605,7274,1,0,4,20,7,0,1
170,68.23529411764706,65.30285050238638,2.429411764705882,2.709083783882825,0.0,0.0,0.6764705882352942,3.535705173323189,1513730328.8647058,10225545.207004592,0.01764705882352941,0.13166487815058464,2662,3909,1,1,9,130,7,0,1
212,81.14622641509433,55.73109574492384,2.8254716981132075,3.239309305623791,0.0,0.0,0.2641509433962264,0.7177255321362352,1495522247.1792452,47842443.27970271,0.09433962264150944,0.2923006299024466,2417,1343,1,0,53,144,11,2,1
1000,161.747,116.4852136152911,13.876,15.957901616440678,0.0,0.0,4.471,7.927241575731119,1467663218.688,40251985.95373942,0.769,0.42147241902644117,11076,4416,1,1,273,116,10,0,1
32,28.0625,9.236265140737354,0.9375,1.7309228030157786,0.0,0.0,0.25,0.5590169943749475,1520864353.46875,16307434.506691512,0.03125,0.17399263633843817,626,306,1,0,5,125,12,1,1
258,28.07751937984496,34.06949405045921,25.27906976744186,273.02739950370335,0.0,0.0,3.7906976744186047,4.203495073278885,1512861661.9031007,18047199.08526418,0.19767441860465115,0.3982452044079931,3843,3354,1,1,27,131,21,0,1
2,1178.5,476.5,39.5,37.5,0.0,0.0,0.0,0.0,1535515821.5,4004394.5,0.0,0.0,691,496,0,0,1,29,27,3,1
88,154.4318181818182,139.56033197270125,5.2272727272727275,6.246321231382503,0.0,0.0,8.954545454545455,8.823920344604993,1530522474.465909,7628660.91229562,0.8181818181818182,0.385694607919935,3038,3920,0,0,13,0,13,0,1
30,181.16666666666666,88.37612171219605,4.7,2.4378952670968728,0.0,0.0,1.2666666666666666,1.0624918300339483,1539470152.5,2025206.0995560715,1.0,0.0,1567,4441,0,0,24,112,19,0,1
498,28.234939759036145,33.36741767571726,0.8092369477911646,1.5333491639920704,0.0,0.0,3.4437751004016066,8.553273370295758,1450388424.2088354,58943553.28198818,0.2469879518072289,0.4312596705806131,1473,5812,1,1,168,131,9,0,1
18,5.944444444444445,7.207035314516737,0.16666666666666666,0.372677996249965,0.0,0.0,0.0,0.0,1542239128.8888888,243909.4920648251,0.0,0.0,180,1237,0,1,0,100,23,0,1
304,53.37828947368421,55.94868115862865,4.516447368421052,7.996692935528078,0.02631578947368421,0.16007269816574266,4.7894736842105265,7.225804980604481,1510707281.9835527,18111058.734769605,0.9605263157894737,0.19471906035458872,10809,4735,1,1,48,138,9,0,1
179,42.832402234636874,58.364246922326295,3.335195530726257,3.489720153461769,0.0,0.0,9.067039106145252,8.222192183702184,1524105840.2513967,13659279.075498022,0.0,0.0,1327,6277,1,0,1,25,12,0,1
0,,,,,,,,,,,,,1074,2348,0,0,0,17,16,0,1
135,86.00740740740741,144.8894595913929,2.6666666666666665,3.8219638155544335,0.0,0.0,5.674074074074074,3.2633307902149427,1479451726.8148148,29146533.325990442,0.11851851851851852,0.32322109969291,1940,1800,1,0,27,147,8,0,1
4,112.25,64.70075347320153,3.5,1.118033988749895,0.0,0.0,12.5,10.452272480183437,1534925194.25,2319520.4905054597,0.0,0.0,1285,3782,0,0,0,98,13,0,1
27,31.62962962962963,16.42750211653469,0.4074074074074074,0.5616944773371518,0.0,0.0,9.296296296296296,3.3201384934836997,1531184058.4444444,6000825.116197724,0.0,0.0,458,1423,0,0,0,0,14,0,1
99,1945.7373737373737,1403.4926461492853,94.4040404040404,87.31493204150426,0.0,0.0,7.525252525252525,7.459443793199849,1510869459.6969697,21809361.9725947,0.7676767676767676,0.4223140396033712,39737,3825,1,1,219,149,17,0,1
41,55.4390243902439,32.763787848326345,1.5609756097560976,1.2306805669797916,0.0,0.0,11.24390243902439,5.2068458117707905,1539464342.2195122,2079978.261918637,0.9512195121951219,0.2154088016177524,465,4372,0,0,12,77,12,0,1
130,213.08461538461538,178.54325201540573,5.046153846153846,3.7166186834096693,0.0,0.0,26.5,4.4845889958321115,1523371131.3307693,8913008.73423336,1.0,0.0,6197,1906,1,0,11,27,16,0,1
1000,85.316,86.10348508626117,3.314,3.8760036119694212,0.0,0.0,12.681,6.922805717337444,1476095808.66,33288095.166078612,0.333,0.4712865370451399,12814,1888,1,1,457,144,13,0,1
1000,73.43,56.83510446898114,3.05,3.9746068988014396,0.0,0.0,3.504,5.4510534761640335,1458318749.792,43804919.34747931,0.903,0.29595776725742473,6273,1508,1,1,3651,130,16,0,1
524,40.38931297709924,46.09496048344925,1.2690839694656488,2.577448869005638,0.0,0.0,3.4255725190839694,2.324815238593369,1496877653.1049619,33920096.82324017,0.5553435114503816,0.49692765644542414,4744,2326,1,1,24,141,11,0,1
263,131.01520912547528,188.01456074956963,6.821292775665399,43.605673435267335,0.0,0.0,5.722433460076045,9.185609849041292,1483809248.5931559,41345485.30517924,0.6539923954372624,0.47569564024436234,9528,1079,1,0,148,115,13,0,1
271,115.42435424354244,44.987747379157526,2.0701107011070112,1.8719801232494981,0.0,0.0,20.509225092250922,5.691881619788638,1519867334.3542435,10342276.263558328,0.0036900369003690036,0.06063349345075641,3124,3710,0,1,3,109,13,0,1
232,66.24568965517241,101.7306491742824,2.1508620689655173,3.0411827239226144,0.0,0.0,11.849137931034482,6.07486335435444,1520256837.3405173,10790208.877028521,0.3922413793103448,0.4882500175801974,1966,2152,0,0,3,50,16,0,1
22,161.86363636363637,98.69157440989648,2.6363636363636362,3.1413004623947267,0.0,0.0,0.6818181818181818,0.6997638326518477,1534288815.590909,4726610.88739658,0.3181818181818182,0.46577048936179993,760,525,0,0,14,6,9,0,1
58,165.39655172413794,209.6373666724298,5.827586206896552,7.33235139175855,0.017241379310344827,0.13016955922880602,5.017241379310345,4.833401669668756,1526495860.5344827,13499286.673559394,0.2413793103448276,0.42791978089623645,1771,1898,0,0,0,15,9,0,1
672,81.97767857142857,109.43747307782004,4.446428571428571,5.8815277094713165,0.0,0.0,0.12946428571428573,0.599772535185286,1502031014.46875,32586028.128344513,0.3705357142857143,0.4829482360714136,4827,6408,0,1,315,84,17,0,1
130,379.16923076923075,296.2438740284907,6.707692307692308,7.875420529769193,0.007692307692307693,0.0873678207046196,1.7846153846153847,4.959814846706424,1510274369.9153845,23329661.8097302,0.7538461538461538,0.4307692307692308,16159,2735,1,1,26,29,11,0,1
180,39.855555555555554,104.88353976473262,1.3944444444444444,2.918327569425532,0.0,0.0,11.572222222222223,12.039301638825124,1526338159.5555556,20921111.77468147,0.18888888888888888,0.3914203323068564,2536,2715,0,1,23,148,13,0,1
330,55.666666666666664,38.23196082184157,3.7,3.886768541728424,0.0,0.0,0.2,0.5245488682206026,1488631588.9060607,38721530.991546884,0.23939393939393938,0.42671358213137567,1568,765,0,0,83,74,11,0,1
403,110.73945409429281,136.5007170804377,4.610421836228288,7.189362873838795,0.0,0.0,17.863523573200993,6.634651085671396,1494400424.146402,28314087.66273526,0.9826302729528535,0.13064463107779836,4677,1423,1,1,22,149,17,0,1
104,71.70192307692308,25.418376078255303,1.9903846153846154,1.5596794068240454,0.0,0.0,28.182692307692307,3.45232481056362,1527965601.9423077,9664367.824965911,0.6346153846153846,0.48153784713649667,1825,1297,0,1,29,35,19,0,1
447,23.677852348993287,16.665656171039554,0.5682326621923938,0.964317407392089,0.0,0.0,5.608501118568233,4.119166662683751,1539309069.2505593,2114236.5897174114,0.024608501118568233,0.15492876682935827,1028,1174,1,1,1,150,11,0,1
142,286.2042253521127,177.34999766644273,14.732394366197184,13.80493660067661,0.0,0.0,8.788732394366198,10.123762999320727,1492977829.7323945,11336192.811134487,0.36619718309859156,0.48176426412639645,5575,5018,0,1,40,138,14,0,1
1000,545.898,763.8364167778334,11.193,16.1334977918615,0.0,0.0,24.443,9.477169988978778,1462849258.874,27961001.049545888,0.073,0.2601365026289083,31106,4525,1,1,291,131,10,0,1
97,136.04123711340208,70.77770012922822,4.515463917525773,2.939645122217024,0.0,0.0,18.391752577319586,5.25348524674345,1533261137.2783506,4003464.6882298584,0.0,0.0,10246,4380,1,1,1,135,13,0,1
34,117.08823529411765,108.7775300237245,1.6470588235294117,1.9079146753208065,0.029411764705882353,0.16895772489817729,0.20588235294117646,1.0226669794537477,1542460823.6764705,586529.3956648079,0.6176470588235294,0.4859621071134796,784,6620,1,1,4,148,18,0,1
53,428.35849056603774,158.38180455095198,5.471698113207547,2.8190977653765676,0.0,0.0,0.018867924528301886,0.1360585386967543,1541261105.45283,1075412.3906160428,0.0,0.0,3060,7466,0,0,1,150,16,0,1
1000,36.303,24.45496250252697,1.479,2.322834260122749,0.0,0.0,0.125,0.6223945693850486,1455941220.159,37747328.65638228,0.518,0.4996758949559204,1441,2888,0,0,30,13,8,0,1
222,318.2027027027027,184.0188479180646,7.441441441441442,7.5893294991435765,0.0,0.0,3.77027027027027,9.40032675869287,1500550575.7342343,30725592.216945644,0.24324324324324326,0.42904075314560924,5668,3295,0,0,72,66,14,0,1
