epoch,accuracy,loss,val_accuracy,val_loss
35,0.9404761791229248,0.1434752345085144,0.9285714030265808,0.20261572301387787
36,0.9428571462631226,0.1400381624698639,0.9285714030265808,0.20366467535495758
37,0.9464285969734192,0.13798221945762634,0.938095211982727,0.18485482037067413
38,0.9392856955528259,0.1351073533296585,0.938095211982727,0.18442495167255402
39,0.9440476298332214,0.13855776190757751,0.9333333373069763,0.18417920172214508
40,0.9476190209388733,0.12783101201057434,0.938095211982727,0.18252871930599213
41,0.9416666626930237,0.13767944276332855,0.9333333373069763,0.20247139036655426
42,0.9464285969734192,0.12343297898769379,0.938095211982727,0.19480672478675842
43,0.9535714387893677,0.12314621359109879,0.9285714030265808,0.24294248223304749
44,0.9488095045089722,0.13669434189796448,0.938095211982727,0.2027880698442459
45,0.9523809552192688,0.1302509754896164,0.9047619104385376,0.20846061408519745
46,0.9333333373069763,0.14166846871376038,0.9333333373069763,0.20026817917823792
47,0.9511904716491699,0.12332936376333237,0.9285714030265808,0.22802352905273438
48,0.949999988079071,0.11993075907230377,0.9095237851142883,0.2454938292503357
49,0.949999988079071,0.12201136350631714,0.9333333373069763,0.20092488825321198
50,0.9511904716491699,0.11519882827997208,0.9238095283508301,0.2082398533821106
51,0.9595237970352173,0.11087881773710251,0.9333333373069763,0.21211197972297668
52,0.9559524059295654,0.11152786761522293,0.9285714030265808,0.2166275531053543
53,0.9642857313156128,0.10434871166944504,0.9333333373069763,0.21029023826122284
54,0.9595237970352173,0.10618679970502853,0.9333333373069763,0.20001760125160217
55,0.9583333134651184,0.10662014037370682,0.938095211982727,0.21021650731563568
56,0.961904764175415,0.09757094830274582,0.9333333373069763,0.22979821264743805
57,0.9535714387893677,0.09748947620391846,0.9333333373069763,0.22961631417274475
58,0.9666666388511658,0.09356285631656647,0.9333333373069763,0.21426987648010254
59,0.9666666388511658,0.09453841298818588,0.938095211982727,0.21229568123817444
60,0.9678571224212646,0.08518083393573761,0.938095211982727,0.22513408958911896
61,0.9666666388511658,0.08642600476741791,0.938095211982727,0.21885593235492706
62,0.9630952477455139,0.09909392893314362,0.938095211982727,0.2409726232290268
63,0.9607142806053162,0.09042946994304657,0.9333333373069763,0.22682732343673706
64,0.9714285731315613,0.08079169690608978,0.9333333373069763,0.26479455828666687
65,0.9630952477455139,0.09047496318817139,0.9285714030265808,0.2648490071296692
66,0.9726190567016602,0.07678558677434921,0.9333333373069763,0.2358163446187973
67,0.9797618985176086,0.0682338997721672,0.938095211982727,0.2317759394645691
68,0.9726190567016602,0.0745823010802269,0.938095211982727,0.24708938598632812
69,0.9750000238418579,0.07369714230298996,0.938095211982727,0.27493947744369507
70,0.973809540271759,0.07368316501379013,0.9333333373069763,0.27622559666633606
71,0.9642857313156128,0.0938170924782753,0.9333333373069763,0.25323736667633057
72,0.9666666388511658,0.08390413224697113,0.9333333373069763,0.27535563707351685
73,0.973809540271759,0.06906404346227646,0.9333333373069763,0.2488376796245575
74,0.973809540271759,0.06820286065340042,0.938095211982727,0.29702964425086975
75,0.9750000238418579,0.07138603180646896,0.9285714030265808,0.3146689534187317
76,0.973809540271759,0.07636826485395432,0.9285714030265808,0.26437100768089294
77,0.9750000238418579,0.06520950794219971,0.9333333373069763,0.2617237865924835
78,0.9750000238418579,0.06725045293569565,0.938095211982727,0.2892041504383087
79,0.976190447807312,0.06653705984354019,0.938095211982727,0.2896555960178375
80,0.9773809313774109,0.06493011116981506,0.938095211982727,0.292989581823349
81,0.9833333492279053,0.05458365008234978,0.9238095283508301,0.3450089991092682
82,0.9809523820877075,0.05544477328658104,0.9238095283508301,0.3045263886451721
83,0.9833333492279053,0.04958876967430115,0.9190475940704346,0.3234732449054718
84,0.9821428656578064,0.05343915522098541,0.9428571462631226,0.31357407569885254
85,0.9773809313774109,0.05863545462489128,0.9285714030265808,0.322404146194458
86,0.9821428656578064,0.04983008652925491,0.9428571462631226,0.3092189133167267
87,0.9845238327980042,0.044943805783987045,0.9285714030265808,0.3327973783016205
88,0.9845238327980042,0.04768778383731842,0.9142857193946838,0.38738101720809937
89,0.9797618985176086,0.052132733166217804,0.9333333373069763,0.3260960578918457
90,0.9809523820877075,0.0508447028696537,0.9333333373069763,0.3113778829574585
91,0.9869047403335571,0.04127431660890579,0.9285714030265808,0.33625197410583496
92,0.9857142567634583,0.04212591424584389,0.9238095283508301,0.34827062487602234
93,0.988095223903656,0.03880886733531952,0.9428571462631226,0.3298971652984619
94,0.9857142567634583,0.0485653318464756,0.9333333373069763,0.3452916145324707
95,0.9857142567634583,0.03960990533232689,0.9285714030265808,0.3602033853530884
96,0.9857142567634583,0.047071825712919235,0.9285714030265808,0.34198468923568726
97,0.9845238327980042,0.04240899160504341,0.9333333373069763,0.3369021713733673
98,0.9904761910438538,0.035614825785160065,0.9476190209388733,0.34248653054237366
99,0.9833333492279053,0.0406654067337513,0.9476190209388733,0.3475288450717926
100,0.9892857074737549,0.03296109288930893,0.9333333373069763,0.3504837155342102
101,0.9892857074737549,0.039197422564029694,0.9238095283508301,0.39475217461586
102,0.9892857074737549,0.035886093974113464,0.9285714030265808,0.3545663058757782
103,0.9845238327980042,0.041105180978775024,0.9333333373069763,0.39848360419273376
104,0.9928571581840515,0.03419254347681999,0.9333333373069763,0.3672928214073181
105,0.9916666746139526,0.0299038365483284,0.9238095283508301,0.41910091042518616
106,0.9904761910438538,0.032224249094724655,0.9238095283508301,0.40572839975357056
107,0.9809523820877075,0.06269228458404541,0.9190475940704346,0.43365058302879333
108,0.9809523820877075,0.04652407392859459,0.9333333373069763,0.3716185688972473
109,0.9928571581840515,0.03238818421959877,0.9333333373069763,0.3775128722190857
110,0.9892857074737549,0.03058769181370735,0.9333333373069763,0.3666042983531952
111,0.9904761910438538,0.029846658930182457,0.938095211982727,0.3705490231513977
112,0.9940476417541504,0.025687213987112045,0.9428571462631226,0.3912407159805298
113,0.9904761910438538,0.03014381229877472,0.9476190209388733,0.39530566334724426
114,0.9892857074737549,0.04149748384952545,0.9333333373069763,0.3653947412967682
115,0.9892857074737549,0.03579787164926529,0.9428571462631226,0.40290918946266174
116,0.988095223903656,0.038836292922496796,0.9333333373069763,0.37960612773895264
117,0.9892857074737549,0.0277095977216959,0.9476190209388733,0.39311495423316956
118,0.9928571581840515,0.024861233308911324,0.9333333373069763,0.4056719243526459
119,0.9952380657196045,0.02784336544573307,0.938095211982727,0.37569954991340637
120,0.9904761910438538,0.024536285549402237,0.9428571462631226,0.39370232820510864
121,0.9940476417541504,0.025754250586032867,0.938095211982727,0.40810805559158325
122,0.9928571581840515,0.021794134750962257,0.9428571462631226,0.404467910528183
123,0.9928571581840515,0.02355627343058586,0.9428571462631226,0.40490055084228516
124,0.9940476417541504,0.020040839910507202,0.9476190209388733,0.3828315734863281
125,0.9916666746139526,0.02520645409822464,0.9428571462631226,0.43156951665878296
126,0.9928571581840515,0.026222072541713715,0.938095211982727,0.4076758921146393
127,0.9952380657196045,0.021363092586398125,0.938095211982727,0.40660175681114197
128,0.9964285492897034,0.019491177052259445,0.9428571462631226,0.4068445861339569
129,0.9940476417541504,0.020699292421340942,0.9428571462631226,0.41056206822395325
130,0.9952380657196045,0.0204753577709198,0.9285714030265808,0.4160797595977783
131,0.9952380657196045,0.022319389507174492,0.938095211982727,0.44871142506599426
132,0.9952380657196045,0.018791234120726585,0.9428571462631226,0.4051465690135956
133,0.9952380657196045,0.01899157464504242,0.9476190209388733,0.42355185747146606
134,0.9964285492897034,0.01825724169611931,0.9428571462631226,0.4175783395767212
135,0.9952380657196045,0.016356781125068665,0.938095211982727,0.42622607946395874
136,0.9964285492897034,0.016638999804854393,0.938095211982727,0.43203073740005493
137,0.9952380657196045,0.018566545099020004,0.938095211982727,0.4366762340068817
138,0.9976190328598022,0.017252087593078613,0.938095211982727,0.4431298077106476
139,0.9952380657196045,0.017313456162810326,0.9333333373069763,0.45918208360671997
140,0.9940476417541504,0.016265735030174255,0.938095211982727,0.4331217408180237
141,0.9952380657196045,0.017348255962133408,0.938095211982727,0.4563829004764557
142,0.9964285492897034,0.0168219693005085,0.938095211982727,0.4466437101364136
143,0.9964285492897034,0.015411227941513062,0.938095211982727,0.44631895422935486
144,0.9952380657196045,0.016477281227707863,0.938095211982727,0.48340126872062683
145,0.9964285492897034,0.019748128950595856,0.938095211982727,0.46565449237823486
146,0.9964285492897034,0.014020676724612713,0.9333333373069763,0.47997960448265076
147,0.9904761910438538,0.027186261489987373,0.938095211982727,0.49733880162239075
148,0.9821428656578064,0.0640026330947876,0.9095237851142883,0.5549982786178589
149,0.973809540271759,0.0752030462026596,0.9238095283508301,0.37561675906181335
150,0.9809523820877075,0.05139264464378357,0.938095211982727,0.45252496004104614
151,0.9892857074737549,0.02681972272694111,0.938095211982727,0.41972631216049194
152,0.9964285492897034,0.017988787963986397,0.938095211982727,0.4333086907863617
153,0.9940476417541504,0.016371717676520348,0.9428571462631226,0.44955044984817505
154,0.9964285492897034,0.014365593902766705,0.938095211982727,0.4470824599266052
155,0.9964285492897034,0.01430282462388277,0.938095211982727,0.44989296793937683
156,0.9964285492897034,0.012419943697750568,0.938095211982727,0.4583801031112671
157,0.9952380657196045,0.01334207970649004,0.9428571462631226,0.4564450979232788
158,0.9976190328598022,0.01169611606746912,0.9428571462631226,0.4562506675720215
159,0.9952380657196045,0.012890164740383625,0.9428571462631226,0.46536028385162354
160,0.9976190328598022,0.012453345581889153,0.9428571462631226,0.4664575457572937
161,0.9976190328598022,0.011293910443782806,0.938095211982727,0.4663570523262024
162,0.9964285492897034,0.012270298786461353,0.9428571462631226,0.4714875817298889
163,0.9976190328598022,0.012132527306675911,0.9333333373069763,0.46835073828697205
164,0.9964285492897034,0.01373293623328209,0.938095211982727,0.49413880705833435
165,0.9976190328598022,0.010900167748332024,0.9428571462631226,0.4754446744918823
166,0.9976190328598022,0.010644335299730301,0.9428571462631226,0.4869111180305481
167,0.9976190328598022,0.011722492054104805,0.938095211982727,0.47592177987098694
168,0.9976190328598022,0.010004809126257896,0.938095211982727,0.47669386863708496
169,0.9964285492897034,0.010054146870970726,0.9428571462631226,0.49022021889686584
170,0.9976190328598022,0.009197758510708809,0.9333333373069763,0.4889836609363556
171,0.9976190328598022,0.009292914532124996,0.938095211982727,0.5045884847640991
172,0.9976190328598022,0.008732539601624012,0.938095211982727,0.5035876035690308
173,0.9976190328598022,0.007886714302003384,0.938095211982727,0.4983735978603363
174,0.9964285492897034,0.008585123345255852,0.9285714030265808,0.5059377551078796
175,0.9964285492897034,0.010063538327813148,0.9285714030265808,0.5224413275718689
176,0.9976190328598022,0.009094852954149246,0.9285714030265808,0.5079461336135864
177,0.9976190328598022,0.009329887107014656,0.9333333373069763,0.5217708945274353
178,0.9976190328598022,0.008331360295414925,0.9428571462631226,0.5140522718429565
179,0.9976190328598022,0.010272734798491001,0.9333333373069763,0.5394590497016907
180,0.9964285492897034,0.012625779025256634,0.9238095283508301,0.5492592453956604
181,0.9928571581840515,0.02162664569914341,0.9285714030265808,0.5131438970565796
182,0.9940476417541504,0.01904202252626419,0.9190475940704346,0.5646503567695618
183,0.9892857074737549,0.03079475834965706,0.9238095283508301,0.580732524394989
184,0.9869047403335571,0.037385761737823486,0.9238095283508301,0.5632869005203247
185,0.9642857313156128,0.07883220911026001,0.9333333373069763,0.6304440498352051
186,0.9642857313156128,0.11313202977180481,0.9285714030265808,0.4763913154602051
187,0.9714285731315613,0.061441946774721146,0.9333333373069763,0.6031365394592285
188,0.9797618985176086,0.054723113775253296,0.9047619104385376,0.44926881790161133
189,0.9916666746139526,0.024685876443982124,0.9238095283508301,0.510219156742096
190,0.9892857074737549,0.025183845311403275,0.9333333373069763,0.5089682340621948
191,0.9928571581840515,0.024363961070775986,0.9190475940704346,0.5233840942382812
192,0.9952380657196045,0.017424829304218292,0.9238095283508301,0.4983389377593994
193,0.9952380657196045,0.014321579597890377,0.9142857193946838,0.5351415872573853
194,0.9964285492897034,0.01287809293717146,0.9190475940704346,0.5223147869110107
195,0.9976190328598022,0.00911454763263464,0.9190475940704346,0.5015954971313477
196,0.9964285492897034,0.008576753549277782,0.9238095283508301,0.5095906853675842
197,0.9976190328598022,0.008180658333003521,0.9285714030265808,0.5081875920295715
198,0.9976190328598022,0.008150305598974228,0.9238095283508301,0.509502112865448
199,0.9976190328598022,0.008048580959439278,0.9285714030265808,0.5046433210372925
200,0.9976190328598022,0.008224479854106903,0.9238095283508301,0.517950177192688
201,0.9988095164299011,0.0075674233958125114,0.9285714030265808,0.5150738954544067
202,0.9988095164299011,0.00704841036349535,0.9285714030265808,0.5213244557380676
203,0.9988095164299011,0.0073233977891504765,0.9285714030265808,0.5189056992530823
204,0.9988095164299011,0.007049525156617165,0.9285714030265808,0.5180425643920898
205,0.9988095164299011,0.006989957764744759,0.9285714030265808,0.511688768863678
206,0.9988095164299011,0.007461614906787872,0.9285714030265808,0.5151981711387634
207,0.9976190328598022,0.008903786540031433,0.9333333373069763,0.5338800549507141
208,0.9988095164299011,0.006791655905544758,0.9285714030265808,0.517570972442627
209,0.9988095164299011,0.006513500586152077,0.9285714030265808,0.5154479742050171
210,0.9988095164299011,0.006497373338788748,0.9285714030265808,0.5319655537605286
211,0.9988095164299011,0.006437902804464102,0.9285714030265808,0.5220853090286255
212,0.9988095164299011,0.006546614225953817,0.9285714030265808,0.5238602161407471
213,0.9988095164299011,0.006111082620918751,0.9285714030265808,0.5355912446975708
214,0.9976190328598022,0.0069425650872290134,0.9285714030265808,0.5399142503738403
215,0.9988095164299011,0.0063842046074569225,0.9285714030265808,0.5271373391151428
216,0.9988095164299011,0.006553585175424814,0.9285714030265808,0.531872570514679
217,0.9988095164299011,0.005770395044237375,0.9285714030265808,0.5411863923072815
218,0.9988095164299011,0.005876286420971155,0.9285714030265808,0.5437098741531372
219,0.9988095164299011,0.005739046260714531,0.9285714030265808,0.5404232144355774
220,0.9988095164299011,0.00532503193244338,0.9285714030265808,0.5450664162635803
221,0.9988095164299011,0.005169676151126623,0.9285714030265808,0.5451927185058594
222,0.9988095164299011,0.005994815845042467,0.9285714030265808,0.5494905114173889
223,0.9940476417541504,0.016277184709906578,0.9238095283508301,0.5427569150924683
224,0.9952380657196045,0.022001858800649643,0.9238095283508301,0.5564554333686829
225,0.9928571581840515,0.02651815488934517,0.9285714030265808,0.6215846538543701
226,0.9952380657196045,0.02397467941045761,0.9428571462631226,0.522240936756134
227,0.9976190328598022,0.009764643386006355,0.9238095283508301,0.5831397771835327
228,0.9952380657196045,0.015473011881113052,0.9238095283508301,0.5722245573997498
229,0.9952380657196045,0.015578938648104668,0.9428571462631226,0.5669981241226196
230,0.9904761910438538,0.020466797053813934,0.9095237851142883,0.5471146106719971
231,0.988095223903656,0.02630872093141079,0.9285714030265808,0.6893667578697205
232,0.988095223903656,0.025645876303315163,0.9142857193946838,0.5868943929672241
233,0.9940476417541504,0.016585474833846092,0.9238095283508301,0.597483217716217
234,0.9964285492897034,0.011275810189545155,0.9285714030265808,0.6110564470291138
235,0.9988095164299011,0.009140674024820328,0.938095211982727,0.5747658610343933
236,0.9976190328598022,0.007201431319117546,0.9333333373069763,0.6072931289672852
237,0.9988095164299011,0.005639775190502405,0.938095211982727,0.5937198400497437
238,0.9988095164299011,0.005341802723705769,0.938095211982727,0.6010490655899048
239,0.9988095164299011,0.0049854060634970665,0.938095211982727,0.6035012602806091
240,0.9988095164299011,0.005075800232589245,0.938095211982727,0.6034930944442749
241,0.9988095164299011,0.004729304928332567,0.938095211982727,0.6035338044166565
242,0.9988095164299011,0.004735501483082771,0.938095211982727,0.6077495813369751
243,0.9988095164299011,0.004630182404071093,0.938095211982727,0.6017511487007141
244,0.9988095164299011,0.004873641300946474,0.938095211982727,0.602551281452179
245,0.9988095164299011,0.004905311390757561,0.938095211982727,0.6074493527412415
246,0.9988095164299011,0.005153990350663662,0.938095211982727,0.6052312254905701
247,0.9988095164299011,0.004760625306516886,0.938095211982727,0.6037305593490601
248,0.9988095164299011,0.0047477055341005325,0.938095211982727,0.6038504242897034
249,0.9988095164299011,0.004594771191477776,0.938095211982727,0.6036401391029358
250,0.9988095164299011,0.005138264503329992,0.938095211982727,0.6097424030303955
251,0.9988095164299011,0.00438243243843317,0.938095211982727,0.6129903793334961
252,0.9988095164299011,0.004338680300861597,0.9428571462631226,0.6103525757789612
253,0.9988095164299011,0.004748623352497816,0.9285714030265808,0.6203056573867798
254,0.9988095164299011,0.004335614386945963,0.938095211982727,0.6156104803085327
255,0.9988095164299011,0.004888221621513367,0.9285714030265808,0.6208119988441467
256,0.9988095164299011,0.004605477675795555,0.938095211982727,0.6123186349868774
257,0.9988095164299011,0.0047987233847379684,0.9333333373069763,0.61729896068573
258,0.9988095164299011,0.0042996653355658054,0.9428571462631226,0.6173128485679626
259,0.9988095164299011,0.005600947421044111,0.9285714030265808,0.6295164823532104
260,0.9988095164299011,0.004830402322113514,0.9333333373069763,0.6239859461784363
261,0.9988095164299011,0.004212175961583853,0.9333333373069763,0.6268565654754639
262,0.9988095164299011,0.005192333832383156,0.938095211982727,0.6221348643302917
263,0.9988095164299011,0.005916621070355177,0.9285714030265808,0.6278630495071411
264,0.9988095164299011,0.004521514754742384,0.9333333373069763,0.6360211968421936
265,0.9988095164299011,0.004002802539616823,0.938095211982727,0.6255343556404114
266,0.9988095164299011,0.0047090668231248856,0.9285714030265808,0.6324107050895691
267,0.9988095164299011,0.0052483524195849895,0.9333333373069763,0.6316109299659729
268,0.9988095164299011,0.007297976408153772,0.938095211982727,0.6295802593231201
269,0.9988095164299011,0.006613684818148613,0.938095211982727,0.6199047565460205
270,0.9988095164299011,0.004505278542637825,0.9285714030265808,0.6359624862670898
271,0.9988095164299011,0.004424883984029293,0.9333333373069763,0.638916552066803
272,0.9988095164299011,0.004050692543387413,0.9333333373069763,0.6384710669517517
273,0.9988095164299011,0.004419492091983557,0.9285714030265808,0.6434574723243713
274,0.9988095164299011,0.0044582742266356945,0.9333333373069763,0.642767608165741
275,0.9988095164299011,0.004973963368684053,0.9333333373069763,0.6421764492988586
276,0.9988095164299011,0.004332904703915119,0.9333333373069763,0.6457847356796265
277,0.9988095164299011,0.004327287431806326,0.9333333373069763,0.6498237252235413
278,0.9988095164299011,0.004860144108533859,0.9333333373069763,0.6503342390060425
279,0.9988095164299011,0.0038410681299865246,0.9333333373069763,0.6555467844009399
280,0.9988095164299011,0.003900127951055765,0.9333333373069763,0.6550934314727783
281,0.9988095164299011,0.0044169798493385315,0.938095211982727,0.6629548072814941
282,0.9988095164299011,0.004789253696799278,0.9285714030265808,0.6640307307243347
283,0.9988095164299011,0.003978029824793339,0.9333333373069763,0.6647518873214722
284,0.9988095164299011,0.0043152025900781155,0.9333333373069763,0.6643370985984802
285,0.9988095164299011,0.003972204402089119,0.9333333373069763,0.6637063026428223
286,0.9988095164299011,0.004164797719568014,0.9333333373069763,0.67303466796875
287,0.9988095164299011,0.004522653762251139,0.9333333373069763,0.6702046990394592
288,0.9988095164299011,0.004009479656815529,0.9333333373069763,0.673478364944458
289,0.9988095164299011,0.004529791884124279,0.9285714030265808,0.6765070557594299
290,0.9988095164299011,0.0035975566133856773,0.9333333373069763,0.6732854843139648
291,0.9988095164299011,0.004735717549920082,0.9333333373069763,0.6928687691688538
292,0.9988095164299011,0.004675171338021755,0.9285714030265808,0.6926996111869812
293,0.9988095164299011,0.004479125142097473,0.9285714030265808,0.6892184019088745
294,0.9964285492897034,0.007540402002632618,0.9333333373069763,0.6845382452011108
295,0.9976190328598022,0.004809741862118244,0.9333333373069763,0.6833815574645996
296,0.9988095164299011,0.004687998443841934,0.9333333373069763,0.6907935738563538
297,0.9988095164299011,0.0054249935783445835,0.9238095283508301,0.6820400953292847
298,0.9976190328598022,0.004439037758857012,0.9238095283508301,0.6991182565689087
299,0.9988095164299011,0.00534628052264452,0.9333333373069763,0.6932985782623291
300,0.9988095164299011,0.004263292998075485,0.9333333373069763,0.6885894536972046
301,0.9988095164299011,0.00403438787907362,0.9333333373069763,0.6899373531341553
302,0.9988095164299011,0.004223591182380915,0.9238095283508301,0.6956150531768799
303,0.9988095164299011,0.004903383553028107,0.9333333373069763,0.6909909248352051
304,0.9988095164299011,0.005450364667922258,0.9333333373069763,0.6939684748649597
305,0.9988095164299011,0.005241067614406347,0.9238095283508301,0.7017824649810791
306,0.9988095164299011,0.0037095057778060436,0.9285714030265808,0.7012739181518555
307,0.9988095164299011,0.004651485942304134,0.9285714030265808,0.7018159627914429
308,0.9988095164299011,0.004273217171430588,0.9238095283508301,0.7109155654907227
309,0.9988095164299011,0.003634982742369175,0.9333333373069763,0.7098971605300903
310,0.9988095164299011,0.004025730304419994,0.9285714030265808,0.704504668712616
311,0.9976190328598022,0.006187109276652336,0.9190475940704346,0.734460175037384
312,0.9988095164299011,0.004418877884745598,0.9285714030265808,0.6928145885467529
313,0.9988095164299011,0.0038975400384515524,0.9333333373069763,0.6970514059066772
314,0.9988095164299011,0.003875104943290353,0.938095211982727,0.6885159015655518
315,0.9988095164299011,0.0045209298841655254,0.938095211982727,0.6992931365966797
316,0.9976190328598022,0.00584562961012125,0.9142857193946838,0.784613311290741
317,0.9988095164299011,0.005079722963273525,0.9238095283508301,0.714422345161438
318,0.9988095164299011,0.004280604422092438,0.9190475940704346,0.7124013304710388
319,0.9988095164299011,0.0037816851399838924,0.9285714030265808,0.7163212299346924
320,0.9988095164299011,0.004407423548400402,0.9238095283508301,0.7266268730163574
321,0.9988095164299011,0.0045156884007155895,0.9190475940704346,0.7303596138954163
322,0.9988095164299011,0.0033739469945430756,0.9285714030265808,0.7236649394035339
323,0.9988095164299011,0.0039013149216771126,0.9285714030265808,0.7304956316947937
324,0.9988095164299011,0.0041372403502464294,0.9285714030265808,0.7320835590362549
325,0.9988095164299011,0.004201423842459917,0.9190475940704346,0.741817057132721
326,0.9988095164299011,0.003700010012835264,0.9285714030265808,0.7453009486198425
327,0.9988095164299011,0.004707807209342718,0.9190475940704346,0.7697356939315796
328,0.9988095164299011,0.003964216914027929,0.9285714030265808,0.744873046875
329,0.9988095164299011,0.0036395175848156214,0.9190475940704346,0.7471807599067688
330,0.9988095164299011,0.004522114526480436,0.9238095283508301,0.743481457233429
331,0.9988095164299011,0.003237269353121519,0.9285714030265808,0.7457414865493774
332,0.9988095164299011,0.0037984319496899843,0.9190475940704346,0.7706751227378845
333,0.9988095164299011,0.003788420232012868,0.9285714030265808,0.7434936761856079
334,0.9988095164299011,0.004134794231504202,0.9190475940704346,0.7881308197975159
335,0.9988095164299011,0.003536943346261978,0.9285714030265808,0.7669923305511475
336,0.9988095164299011,0.004718175157904625,0.9238095283508301,0.7723714709281921
337,0.9988095164299011,0.003568137064576149,0.9238095283508301,0.7721219062805176
338,0.9988095164299011,0.004018830601125956,0.9238095283508301,0.7696383595466614
339,0.9988095164299011,0.005396127700805664,0.9190475940704346,0.7839317917823792
340,0.9988095164299011,0.0032399287447333336,0.9238095283508301,0.7712514996528625
341,0.9988095164299011,0.004001876339316368,0.9238095283508301,0.7735185623168945
342,0.9988095164299011,0.0038018429186195135,0.9285714030265808,0.7742100358009338
343,0.9988095164299011,0.0036737348418682814,0.9238095283508301,0.780318021774292
344,0.9988095164299011,0.0035976676736027002,0.9285714030265808,0.7955392003059387
345,0.9988095164299011,0.004814201965928078,0.9238095283508301,0.7846018671989441
346,0.9857142567634583,0.058228302747011185,0.8714285492897034,0.9324457049369812
347,0.9392856955528259,0.4874747097492218,0.9142857193946838,0.7783572673797607
348,0.9440476298332214,0.35306012630462646,0.9190475940704346,0.6725486516952515
349,0.9547619223594666,0.1496673822402954,0.9333333373069763,0.6284080147743225
350,0.9785714149475098,0.08342131972312927,0.9285714030265808,0.6115055680274963
351,0.9845238327980042,0.049956612288951874,0.9285714030265808,0.662964940071106
352,0.9869047403335571,0.029002675786614418,0.9285714030265808,0.6869068741798401
353,0.9940476417541504,0.02202760986983776,0.9333333373069763,0.6099678874015808
354,0.9952380657196045,0.019532497972249985,0.9333333373069763,0.6356240510940552
355,0.9976190328598022,0.010181732475757599,0.9285714030265808,0.6400052309036255
356,0.9976190328598022,0.00865677185356617,0.9285714030265808,0.6469570994377136
357,0.9988095164299011,0.007958677597343922,0.9333333373069763,0.651462733745575
358,0.9988095164299011,0.006878051441162825,0.9285714030265808,0.656830370426178
359,0.9976190328598022,0.006896058563143015,0.9285714030265808,0.6600502133369446
360,0.9988095164299011,0.006059594452381134,0.938095211982727,0.6480143070220947
361,0.9988095164299011,0.0058184415102005005,0.9333333373069763,0.6563225388526917
362,0.9988095164299011,0.005701740738004446,0.938095211982727,0.6547536253929138
363,0.9988095164299011,0.005559893324971199,0.9333333373069763,0.6634181141853333
364,0.9988095164299011,0.005359929520636797,0.9333333373069763,0.6612156629562378
365,0.9988095164299011,0.005279937759041786,0.9333333373069763,0.6645484566688538
366,0.9988095164299011,0.004870391450822353,0.9333333373069763,0.6654579043388367
367,0.9988095164299011,0.004924219101667404,0.938095211982727,0.6624094843864441
368,0.9988095164299011,0.005181460175663233,0.9333333373069763,0.66846764087677
